colonia,alcaldia,latitud,longitud
PUEBLO SAN JUANICO NEXTIPAC,IZTAPALAPA,19.37421,-99.12155
NATIVITAS,XOCHIMILCO,19.25058,-99.01117
SAN MIGUEL 8VA AMPLIACION,IZTAPALAPA,19.34837,-99.07776
BARRIO CALPULCO,XOCHIMILCO,19.24988,-99.07531
LA OTRA BANDA,ALVARO OBREGON,19.33517,-99.19853
COLINAS DE TARANGO,ALVARO OBREGON,19.36329,-99.22078
SAN PEDRO,CUAJIMALPA DE MORELOS,19.36149,-99.29958
6 DE JUNIO,GUSTAVO A. MADERO,19.5505,-99.12452
TIERRA NUEVA,AZCAPOTZALCO,19.50174,-99.20396
VILLA QUIETUD,COYOACAN,19.2999,-99.10588
MOLINO DEL REY,MIGUEL HIDALGO,19.42381,-99.20318
EX EJIDO SAN JUAN DE ARAGON SECTOR 33,GUSTAVO A. MADERO,19.46673,-99.09153
INDECO,GUSTAVO A. MADERO,19.47182,-99.0907
IXTLAHUACAN,IZTAPALAPA,19.3405,-98.99717
BARRIO LA CONCEPCION TLACOAPA,XOCHIMILCO,19.27232,-99.10426
CUAUHTEMOC,LA MAGDALENA CONTRERAS,19.3234,-99.24517
CHIMILLI,TLALPAN,19.27063,-99.21828
SAN AGUSTIN DEL PUEBLO TETELPAN,ALVARO OBREGON,19.34302,-99.22223
MARTIRES DE TACUBAYA,ALVARO OBREGON,19.3873,-99.21436
UN HOGAR PARA CADA TRABAJADOR,AZCAPOTZALCO,19.47501,-99.17599
ALDANA,AZCAPOTZALCO,19.47213,-99.14928
DOS LAGOS,MIGUEL HIDALGO,19.44423,-99.18769
EL ERMITANO,LA MAGDALENA CONTRERAS,19.30227,-99.26539
MIGUEL HIDALGO 1A SECCION,TLALPAN,19.28505,-99.19148
BARRIO ALFALFAR,ALVARO OBREGON,19.37452,-99.20075
BARRIO TULA,IZTAPALAPA,19.33622,-99.11308
MIRADOR I,TLALPAN,19.27066,-99.21915
VILLA VERDUN,ALVARO OBREGON,19.34144,-99.26002
AMPLIACION ISIDRO FABELA,TLALPAN,19.29831,-99.17064
EL CENTINELA,COYOACAN,19.3365,-99.14193
GUADALUPE TLALTENCO,TLAHUAC,19.29166,-99.01211
HEROES DE PADIERNA,LA MAGDALENA CONTRERAS,19.31519,-99.22649
PUEBLO SANTA MARIA MALINALCO,AZCAPOTZALCO,19.47725,-99.18276
LAS HUERTAS,LA MAGDALENA CONTRERAS,19.29503,-99.23811
SAN MIGUEL TEOTONGO SECC CAPILLA,IZTAPALAPA,19.34343,-98.98803
AMPLIACION MARTIRES DE RIO BLANCO,GUSTAVO A. MADERO,19.46218,-99.10664
BARRIO AHUALAPA,XOCHIMILCO,19.24686,-99.06918
AMPLIACION ALPES,ALVARO OBREGON,19.35864,-99.20977
LOS VOLCANES,TLALPAN,19.27061,-99.17753
BOSQUES DE TETLAMEYA,COYOACAN,19.29883,-99.1508
CAMPESTRE PALO ALTO,CUAJIMALPA DE MORELOS,19.38047,-99.2559
AMPLIACION ESTADO DE HIDALGO,ALVARO OBREGON,19.36396,-99.24095
NUEVO RENACIMIENTO DE AXALCO,TLALPAN,19.25802,-99.16188
BARRIO BELEN,XOCHIMILCO,19.26013,-99.10404
EL PIRU SANTA FE,ALVARO OBREGON,19.37918,-99.24063
MIGUEL ALEMAN,BENITO JUAREZ,19.38975,-99.14444
LA GUADALUPE,LA MAGDALENA CONTRERAS,19.30602,-99.23092
LOMAS DE TONALCO,XOCHIMILCO,19.24644,-99.09581
ARENAL 2A. SECCION,VENUSTIANO CARRANZA,19.42627,-99.0568
EX-HACIENDA DE GUADALUPE CHIMALISTAC,COYOACAN,19.34718,-99.18075
LA CRUZ,IZTACALCO,19.4037,-99.11711
PUEBLO SAN FRANCISCO TLALNEPANTLA,XOCHIMILCO,19.20588,-99.12887
MIGUEL GAONA ARMENTA,ALVARO OBREGON,19.35593,-99.25143
SIETE MARAVILLAS,GUSTAVO A. MADERO,19.5141,-99.14561
LAS CAMPANAS,COYOACAN,19.30811,-99.12
EL ROSARIO,TLAHUAC,19.24019,-99.0053
PUEBLO SANTO DOMINGO,AZCAPOTZALCO,19.48994,-99.19444
NAN,MIGUEL HIDALGO,19.45308,-99.21842
LA CONCEPCION,TLAHUAC,19.31048,-98.96607
PUEBLO SAN JERONIMO MIACATLAN,MILPA ALTA,19.19311,-99.00968
BARRIO LA LUPITA TETICPAC,MILPA ALTA,19.18097,-98.99774
CULHUACAN CTM SECCION  II,COYOACAN,19.32897,-99.11931
XALPA,CUAJIMALPA DE MORELOS,19.31222,-99.33191
LAS PERITAS,XOCHIMILCO,19.27183,-99.1258
BARRIO XALTIPAC,MILPA ALTA,19.2167,-98.98291
ZACAHUITZCO,IZTAPALAPA,19.3732,-99.13254
JUAN GONZALEZ ROMERO,GUSTAVO A. MADERO,19.50575,-99.08696
CRUZ DEL FAROL,TLALPAN,19.27041,-99.21355
AMPLIACION BENITO JUAREZ,GUSTAVO A. MADERO,19.53605,-99.14037
SECTOR NAVAL,AZCAPOTZALCO,19.46984,-99.17668
BARRIO SAN MIGUEL,TLAHUAC,19.22357,-98.96238
CARLOS HANK GONZALEZ,IZTAPALAPA,19.33073,-99.05127
TARANGO,ALVARO OBREGON,19.35049,-99.24728
EX HACIENDA DE TARANGO,ALVARO OBREGON,19.36174,-99.22334
LA LENGUETA,GUSTAVO A. MADERO,19.57374,-99.12892
EL TRIANGULO,IZTAPALAPA,19.32255,-99.05013
BARRIO LA SANTISIMA,XOCHIMILCO,19.2634,-99.09409
EL BOSQUE 2A SECC,ALVARO OBREGON,19.39145,-99.19982
NAN,AZCAPOTZALCO,19.50744,-99.1753
PEDREGAL DE SAN NICOLAS 5A SECCION,TLALPAN,19.27632,-99.24143
2DA AMPLIACION PRESIDENTES,ALVARO OBREGON,19.37265,-99.22555
TLACAELEL,GUSTAVO A. MADERO,19.55784,-99.1459
PROGRESISTA,VENUSTIANO CARRANZA,19.43638,-99.11066
BARRIO SANTA ANA,TLAHUAC,19.26942,-99.00549
LA CRUZ,GUSTAVO A. MADERO,19.49281,-99.10239
8 DE AGOSTO,ALVARO OBREGON,19.39309,-99.18965
EL MIRADOR,XOCHIMILCO,19.26246,-99.12967
PUEBLO SAN AGUSTIN OHTENCO,MILPA ALTA,19.19186,-99.01353
MERCED GOMEZ,BENITO JUAREZ,19.3679,-99.19035
AMPLIACION EMILIANO ZAPATA,GUSTAVO A. MADERO,19.46406,-99.10641
DESARROLLO URBANO,ALVARO OBREGON,19.38231,-99.21986
AMPLIACION LOMAS DE SAN BERNABE,LA MAGDALENA CONTRERAS,19.3052,-99.26846
EL PIRUL,ALVARO OBREGON,19.38041,-99.21726
PLAN DE IGUALA,IZTAPALAPA,19.35181,-99.08517
TORRES DE PADIERNA,TLALPAN,19.28025,-99.22786
LOMAS DE CHAPULTEPEC I SECCION,MIGUEL HIDALGO,19.40875,-99.22318
LAS AGUILAS 1RA SECCION,ALVARO OBREGON,19.3558,-99.21577
AMPLIACION SAN PEDRO XALPA,NAN,19.47336,-99.2148
RINCONADA COAPA,XOCHIMILCO,19.29471,-99.10202
24 DE ABRIL,VENUSTIANO CARRANZA,19.41559,-99.11688
PUEBLO NUEVO BAJO,LA MAGDALENA CONTRERAS,19.30706,-99.24652
PARQUE NACIONAL BOSQUE DEL PEDREGAL,TLALPAN,19.2944,-99.21534
HIDALGO,ALVARO OBREGON,19.40045,-99.2098
BARRIO LOS ANGELES,MILPA ALTA,19.1891,-99.02241
SAN FRANCISCO,LA MAGDALENA CONTRERAS,19.31291,-99.22893
EL MIRADOR 3A SECCION,TLALPAN,19.27055,-99.1831
EL PARQUE DE COYOACAN,COYOACAN,19.30872,-99.13328
PUEBLO SANTIAGO TEPALCATLALPAN U H RCDA DEL SUR,XOCHIMILCO,19.26068,-99.1204
LA PLANTA,IZTAPALAPA,19.29529,-99.06493
BOSQUE DE CHAPULTEPEC I SECCION,CUAUHTEMOC,19.42073,-99.17567
JARDIN AZPEITIA,AZCAPOTZALCO,19.46879,-99.17576
AMPLIACION MICHOACANA,VENUSTIANO CARRANZA,19.44864,-99.11472
SAN BARTOLO EL CHICO,TLALPAN,19.28339,-99.13246
EL MAESTRO,LA MAGDALENA CONTRERAS,19.33519,-99.21346
CHICHICASPATL,TLALPAN,19.27839,-99.24422
LOS PICOS,IZTAPALAPA,19.37824,-99.10168
EL PRADO,IZTAPALAPA,19.35894,-99.13628
AHUEHUETES ANAHUAC,MIGUEL HIDALGO,19.44982,-99.19087
MICHOACANA,VENUSTIANO CARRANZA,19.44887,-99.11531
LOS PICOS DE IZTACALCO SECCION 1 A,IZTACALCO,19.38934,-99.11278
EMILIANO ZAPATA,GUSTAVO A. MADERO,19.46039,-99.11796
CASTILLO GRANDE,GUSTAVO A. MADERO,19.53864,-99.1379
FERROCARRILERA,GUSTAVO A. MADERO,19.4816,-99.09226
LAS MAROMAS,CUAJIMALPA DE MORELOS,19.31517,-99.33389
AMPLIACION EL SANTUARIO,IZTAPALAPA,19.34715,-99.09151
VISTAS DEL PEDREGAL,TLALPAN,19.27214,-99.23452
CULHUACAN CTM SECCION  I,COYOACAN,19.33167,-99.11945
AMPLIACION JALALPA,ALVARO OBREGON,19.37522,-99.23422
RINCON DE LA BOLSA,ALVARO OBREGON,19.33181,-99.25188
EL EBANO,CUAJIMALPA DE MORELOS,19.37396,-99.28919
IGNACIO MANUEL ALTAMIRANO,MIGUEL HIDALGO,19.46416,-99.19606
FRANCISCO VILLA,TLAHUAC,19.25008,-99.00689
EL MIRADOR 2A SECCION,TLALPAN,19.2716,-99.18215
VALLE DE TEPEPAN,TLALPAN,19.27082,-99.14768
PUEBLO LA MAGDALENA,LA MAGDALENA CONTRERAS,19.30204,-99.24614
CANUTILLO 2DA SECCION,ALVARO OBREGON,19.36073,-99.22783
BARRIO OCOTITLA,MILPA ALTA,19.20084,-99.05481
SANTA CRUZ DE GUADALUPE,XOCHIMILCO,19.22589,-99.12033
GRANJAS PALO ALTO,CUAJIMALPA DE MORELOS,19.38181,-99.25374
SAN SALVADOR XOCHIMANCA,AZCAPOTZALCO,19.46005,-99.17406
SAN JERONIMO,XOCHIMILCO,19.25291,-99.09389
CAMPESTRE COYOACAN,COYOACAN,19.31195,-99.11719
AVE REAL,ALVARO OBREGON,19.36125,-99.23757
CHIMALLI,TLALPAN,19.29318,-99.14182
BARRIO POCITOS,XOCHIMILCO,19.24689,-99.0833
PRADO CHURUBUSCO,IZTAPALAPA,19.35756,-99.12196
RANCHO LOS COLORINES,TLALPAN,19.28679,-99.13823
FRANCISCO I MADERO,MIGUEL HIDALGO,19.44798,-99.20578
10 DE ABRIL,MIGUEL HIDALGO,19.44892,-99.20853
LAS TORTOLAS,TLALPAN,19.28179,-99.14926
TIERRA BLANCA,TLAHUAC,19.2386,-99.00131
SAN JOSE BUENAVISTA,IZTAPALAPA,19.32598,-99.03348
AMPLIACION LA CEBADA,ALVARO OBREGON,19.38022,-99.23227
MEMETLA,CUAJIMALPA DE MORELOS,19.36045,-99.28819
EL ARBOLILLO,GUSTAVO A. MADERO,19.5361,-99.14207
LOMA DEL PADRE,CUAJIMALPA DE MORELOS,19.3503,-99.30844
DAMIAN CARMONA,VENUSTIANO CARRANZA,19.44352,-99.10166
BEJERO DEL PUEBLO SANTA FE,ALVARO OBREGON,19.38065,-99.24647
COLTONGO,AZCAPOTZALCO,19.47926,-99.14847
COLONIAL IZTAPALAPA,IZTAPALAPA,19.34724,-99.05615
VENTURA PEREZ DE ALVA,MIGUEL HIDALGO,19.4539,-99.1976
PATRIMONIO FAMILIAR,AZCAPOTZALCO,19.46716,-99.14872
PUEBLO TULYEHUALCO,TLAHUAC,19.26574,-99.01792
ACUILOTLA,ALVARO OBREGON,19.35975,-99.24417
VISTA HERMOSA,LA MAGDALENA CONTRERAS,19.31216,-99.2536
SAN FRANCISCO CULHUACAN BARRIO DE SAN JUAN,COYOACAN,19.33891,-99.11922
BARRIO SAN JOSE PUEBLO SAN LUIS TLAXIALTEMALCO,XOCHIMILCO,19.2517,-99.03017
LOMAS EL MANTO,IZTAPALAPA,19.35185,-99.0861
BARRIO LA LAGUNA TICOMAN,GUSTAVO A. MADERO,19.50596,-99.12978
AMPLIACION TLACUITLAPA,ALVARO OBREGON,19.35379,-99.24133
EL MOLINO,CUAJIMALPA DE MORELOS,19.36743,-99.27958
BELISARIO DOMINGUEZ,TLALPAN,19.30787,-99.13409
LAS ARBOLEDAS,IZTAPALAPA,19.31408,-99.04583
BARRIO LA GUADALUPANA,XOCHIMILCO,19.24717,-99.03531
POTRERO DEL LLANO,AZCAPOTZALCO,19.47498,-99.16042
BARRIO LA CANDELARIA,XOCHIMILCO,19.25351,-99.04646
LA PENITA DEL PUEBLO TETELPAN,ALVARO OBREGON,19.34284,-99.23105
ALCANTARILLA,ALVARO OBREGON,19.33875,-99.24983
PROFESOR J ARTURO LOPEZ MARTINEZ,ALVARO OBREGON,19.35928,-99.22037
SAN MIGUEL TEOTONGO SECC AVISADERO,IZTAPALAPA,19.33681,-98.98941
LAS AGUILAS 3ER PARQUE,ALVARO OBREGON,19.35207,-99.22294
LAS AGUILAS 2DO PARQUE,ALVARO OBREGON,19.35891,-99.22372
BARRIO SANTA CRUZ,TLAHUAC,19.22534,-98.94832
CULTURA MAYA,TLALPAN,19.27709,-99.22185
PUEBLO SANTA LUCIA CHANTEPEC,ALVARO OBREGON,19.3592,-99.23907
SAN JERONIMO ACULCO,ALVARO OBREGON,19.31848,-99.22108
LOMAS DE GUADALUPE,ALVARO OBREGON,19.34303,-99.24351
FERNANDO CASAS ALEMAN,GUSTAVO A. MADERO,19.45159,-99.09719
LOMAS AXOMIATLA,ALVARO OBREGON,19.34327,-99.25502
ALTAVISTA,ALVARO OBREGON,19.34892,-99.19904
BARRIO DEL PUENTE,XOCHIMILCO,19.24698,-99.07837
HACIENDAS DE COYOACAN,TLALPAN,19.30031,-99.11215
CIUDAD UNIVERSITARIA,ALVARO OBREGON,19.33149,-99.19552
POPULAR SANTA TERESA,TLALPAN,19.30229,-99.22532
HERMOSILLO,COYOACAN,19.34476,-99.12744
EL TEJOCOTE,ALVARO OBREGON,19.38281,-99.21471
SAN MIGUEL TEOTONGO SECC ACORRALADO,IZTAPALAPA,19.34626,-98.99423
LOMAS DE PADIERNA SUR,TLALPAN,19.2736,-99.22561
CARLOS JONGUITUD BARRIOS,IZTAPALAPA,19.31067,-99.09052
LOMAS DE NATIVITAS,XOCHIMILCO,19.23897,-99.08824
PUEBLO SAN JOSE ZACATEPEC,XOCHIMILCO,19.24071,-99.12511
RANCHO SAN FRANCISCO DEL PBLO SAN BARTOLO AMEYALCO,ALVARO OBREGON,19.33288,-99.25844
CUCHILLA PANTITLAN,IZTACALCO,19.42074,-99.05987
SAN JUAN TEPEXIMILPA,TLALPAN,19.27329,-99.19223
BARRIO SAN DIEGO,XOCHIMILCO,19.2637,-99.1007
BARRIO 3 DE MAYO,XOCHIMILCO,19.25024,-99.06065
SAN MIGUEL,GUSTAVO A. MADERO,19.56101,-99.13482
ABDIAS GARCIA SOTO,CUAJIMALPA DE MORELOS,19.35312,-99.29428
PERIODISTA,NAN,19.44859,-99.22015
TRES MOSQUETEROS,VENUSTIANO CARRANZA,19.44054,-99.10624
BARRIO SANTA CRUZ,IZTACALCO,19.38867,-99.12062
PASEOS DEL SUR,XOCHIMILCO,19.27245,-99.12035
CERRILLOS SEGUNDA SECCION,XOCHIMILCO,19.24491,-99.01671
MIGUEL HIDALGO,ALVARO OBREGON,19.33781,-99.21445
EL SACRIFICIO,XOCHIMILCO,19.24121,-99.01791
LA ASUNCION,TLAHUAC,19.24169,-98.99212
NUEVA ESPANA,AZCAPOTZALCO,19.49824,-99.18953
DIVISADERO,TLALPAN,19.2534,-99.15631
RESIDENCIAL MILITAR,MIGUEL HIDALGO,19.44186,-99.21614
PRIMAVERA,TLALPAN,19.26795,-99.20212
ESTANZUELA,GUSTAVO A. MADERO,19.4903,-99.11064
BARRIO SAN MIGUEL,NAN,19.3062,-98.96569
CARLOS JONGUITUD BARRIOS,XOCHIMILCO,19.31025,-99.09197
LA PALMITA,ALVARO OBREGON,19.38521,-99.22655
LIBERACION PROLETARIA,ALVARO OBREGON,19.38141,-99.23021
TEXMIC,XOCHIMILCO,19.2409,-99.1056
MARIA ESTHER ZUNO DE ECHEVERRIA,TLALPAN,19.25358,-99.18249
SAN FELIPE DE JESUS,NAN,19.49763,-99.06434
LOMAS DEL PEDREGAL,TLALPAN,19.27396,-99.21731
AMPLIACION ARBOLEDAS,GUSTAVO A. MADERO,19.5653,-99.12683
REAL DE LAS LOMAS,MIGUEL HIDALGO,19.40001,-99.23506
SAN CLEMENTE SUR,ALVARO OBREGON,19.34782,-99.22587
BARRIO SAN LORENZO,XOCHIMILCO,19.26507,-99.0974
SAN MIGUEL TEOTONGO SECCION IZTLAHUACA,IZTAPALAPA,19.34497,-98.99425
BARRIO SAN AGUSTIN,TLAHUAC,19.22467,-98.96732
PUEBLO SANTA ROSA XOCHIAC,CUAJIMALPA DE MORELOS,19.3193,-99.29367
LA ESTACION,IZTAPALAPA,19.31403,-99.04577
BARRIO LAS CRUCES,XOCHIMILCO,19.24336,-99.07429
BARRIO TETITLA,XOCHIMILCO,19.24979,-99.07144
BARRANCA DE GUADALUPE,IZTAPALAPA,19.32711,-99.02264
SAN PABLO,IZTAPALAPA,19.33519,-99.00337
SANTISIMA TRINIDAD,TLALPAN,19.27261,-99.18508
LAS SALINAS,AZCAPOTZALCO,19.48689,-99.16353
EL CANTIL,TLALPAN,19.23359,-99.16061
DIAMANTE,TLALPAN,19.27129,-99.19316
LA CASCADA,ALVARO OBREGON,19.37135,-99.196
CANANEA,IZTAPALAPA,19.29403,-99.07206
GUADALUPE VICTORIA CUAUTEPEC,GUSTAVO A. MADERO,19.53776,-99.1413
BENITO JUAREZ,IZTAPALAPA,19.33088,-99.08086
ZACAYUCAN PENA POBRE,TLALPAN,19.2961,-99.18855
HEROES DE 1910,TLALPAN,19.24319,-99.23521
BARRIO SAN RAFAEL TICOMAN,GUSTAVO A. MADERO,19.51345,-99.12414
SANTA LUCIA CHANTEPEC,ALVARO OBREGON,19.35257,-99.23518
EL POCITO,ALVARO OBREGON,19.38182,-99.20874
PASEO DE LAS LOMAS,CUAJIMALPA DE MORELOS,19.3675,-99.26708
BARRIO NOCHTLA,MILPA ALTA,19.20514,-99.04864
TLACOYAQUE,ALVARO OBREGON,19.32248,-99.26781
JUVENTINO ROSAS,GUSTAVO A. MADERO,19.56156,-99.1358
PENSADOR MEXICANO,GUSTAVO A. MADERO,19.45087,-99.07932
VILLA QUIETUD,XOCHIMILCO,19.3001,-99.10082
SIDERAL,IZTAPALAPA,19.37512,-99.06365
BARRIO SAN JUAN MOYOTEPEC,XOCHIMILCO,19.25518,-99.06716
BARRIO XOCHITEPETL,MILPA ALTA,19.20963,-98.9856
BOSQUE,ALVARO OBREGON,19.39297,-99.19772
NAN,ALVARO OBREGON,19.3749,-99.23836
BARRIO SAN BERNABE,AZCAPOTZALCO,19.46695,-99.17455
FORESTAL II,GUSTAVO A. MADERO,19.56945,-99.1255
LOMAS DEL PEDREGAL FRAMBOYANES,TLALPAN,19.30511,-99.2214
IGNACIO ALLENDE,AZCAPOTZALCO,19.46646,-99.16198
RINCONADA EL MIRADOR,TLALPAN,19.2669,-99.15221
BARRIO LA GUADALUPE,TLAHUAC,19.31503,-98.96891
AMPLIACION LOS OLIVOS,IZTAPALAPA,19.31049,-99.05496
LOS GAMITOS,ALVARO OBREGON,19.3785,-99.23799
LOS CEDROS,COYOACAN,19.31157,-99.11324
JOSE LOPEZ PORTILLO,XOCHIMILCO,19.30161,-99.08461
AMPLIACION COSMOPOLITA,AZCAPOTZALCO,19.47355,-99.15922
ARCOS CENTENARIO,ALVARO OBREGON,19.36019,-99.2284
EL MIRADOR DEL PUEBLO TETELPAN,ALVARO OBREGON,19.34497,-99.22611
LA MILAGROSA,ALVARO OBREGON,19.35148,-99.23885
PARQUE NACIONAL CERRO DE LA ESTRELLA,IZTAPALAPA,19.3443,-99.09009
TECOLALCO,ALVARO OBREGON,19.37957,-99.23654
RINCONADA DE TARANGO,ALVARO OBREGON,19.36303,-99.22258
PUEBLO SANTA MARIA TEPEPAN,TLALPAN,19.28105,-99.14123
BARRIO SAN JUAN MINAS,XOCHIMILCO,19.25351,-99.06308
MIGUEL HIDALGO,VENUSTIANO CARRANZA,19.43637,-99.10619
PRADO COAPA 1A SECCION,TLALPAN,19.30246,-99.12916
ESCANDON I SECCION,BENITO JUAREZ,19.3968,-99.18238
ZONA CENTRO,CUAUHTEMOC,19.42297,-99.126
BARRIO SANTA MARIA NONOALCO,BENITO JUAREZ,19.38162,-99.19171
SAN MIGUEL TEOTONGO SECC LOMA ALTA,IZTAPALAPA,19.33927,-98.98667
VILLA HERMOSA,GUSTAVO A. MADERO,19.50267,-99.09158
LA PALMA,XOCHIMILCO,19.23619,-99.1482
LOPEZ PORTILLO DEL PUEBLO SAN FRANCISCO TLALTENCO,TLAHUAC,19.30244,-99.02233
BELISARIO DOMINGUEZ,GUSTAVO A. MADERO,19.46232,-99.11161
CUCHILLA DE PADIERNA,TLALPAN,19.27257,-99.21991
CRESCENCIO JUAREZ CHAVIRA,LA MAGDALENA CONTRERAS,19.29951,-99.26085
SANTA INES,XOCHIMILCO,19.23467,-99.11537
PENA ALTA,TLAHUAC,19.23203,-99.00431
PANTEON CIVIL DE DOLORES,MIGUEL HIDALGO,19.39767,-99.21834
BARRIO LA CONCEPCION PUEBLO SAN JUAN IXTAYOPAN,TLAHUAC,19.23926,-98.99796
SAN MIGUEL TEOTONGO SECC JARDINES,IZTAPALAPA,19.34659,-98.98957
VIVEROS COATECTLAN,TLALPAN,19.24565,-99.1513
EL JAZMIN,XOCHIMILCO,19.24295,-99.0855
AMPLIACION ACUEDUCTO,ALVARO OBREGON,19.39657,-99.20691
BARRIO LOS REYES,XOCHIMILCO,19.24555,-99.05484
EVA SAMANO DE LOPEZ MATEOS,IZTAPALAPA,19.35676,-99.06791
MONTE ALTO,AZCAPOTZALCO,19.47981,-99.15665
ROSAS DEL TEPEYAC,GUSTAVO A. MADERO,19.48911,-99.11571
INDUSTRIAL VALLEJO,NAN,19.50466,-99.16273
SANTA ROSA,NAN,19.5241,-99.1746
LOMAS DE CHAPULTEPEC VII SECCION,MIGUEL HIDALGO,19.41072,-99.21731
SAN MIGUEL TEOTONGO SECC RANCHO BAJO,IZTAPALAPA,19.33783,-98.98633
SAN LUCAS ORIENTE,XOCHIMILCO,19.24025,-99.10642
SAN BARTOLO EL CHICO,XOCHIMILCO,19.28381,-99.12936
PUNTA DE CEGUAYA,ALVARO OBREGON,19.36081,-99.24074
LOS JURISTAS,ALVARO OBREGON,19.35562,-99.23465
CELOALLIOTLI,XOCHIMILCO,19.29262,-99.07708
U.HABIT. ZAPOTE 1,TLALPAN,19.29989,-99.17908
VALLE DE SANTA MARIA,XOCHIMILCO,19.23524,-99.09821
ABRAHAM M GONZALEZ,ALVARO OBREGON,19.38616,-99.20443
SAN ANTONIO,GUSTAVO A. MADERO,19.55949,-99.13796
FORESTAL I,GUSTAVO A. MADERO,19.56467,-99.12776
REACOMODO PINO SUAREZ,ALVARO OBREGON,19.39617,-99.20382
AMPLIACION VENUSTIANO CARRANZA,VENUSTIANO CARRANZA,19.44735,-99.10359
VERANO,TLALPAN,19.26606,-99.20092
AHUEHUETES,GUSTAVO A. MADERO,19.54635,-99.13067
ARENAL,CUAUHTEMOC,19.46323,-99.1487
BARRIO EL TRUENITO,TLALPAN,19.27732,-99.16999
AMPLIACION MEMETLA,CUAJIMALPA DE MORELOS,19.35807,-99.28497
ROMULO SANCHEZ MIRELES,TLALPAN,19.29841,-99.17616
BARRIO SAN MIGUEL PUEBLO SANTA ANA TLACOTENCO,MILPA ALTA,19.17204,-99.00042
PUEBLO SAN JUAN TEPENAHUAC,MILPA ALTA,19.18961,-98.99703
SAN MIGUEL TEOTONGO (SECC LAS TORRES),IZTAPALAPA,19.34709,-98.99087
EL ENCINO DEL PUEBLO TETELPAN,ALVARO OBREGON,19.34422,-99.22873
EL MOLINITO,CUAJIMALPA DE MORELOS,19.36233,-99.28696
CUMBRES DE TEPETONGO,TLALPAN,19.27135,-99.19013
BARRIO CHALMITA,MILPA ALTA,19.18548,-99.07405
PUEBLO SAN PEDRO XALPA,NAN,19.48724,-99.21722
DOLORES TLALI,XOCHIMILCO,19.24345,-99.14417
PUEBLO SAN MIGUEL AMANTLA,NAN,19.47126,-99.20701
MOVIMIENTO ORGANIZADO DE TLALPAN,TLALPAN,19.26643,-99.15302
SAN MIGUEL TEOTONGO SECC RANCHITO,NAN,19.34854,-98.98425
LA ESTRELLA,ALVARO OBREGON,19.38512,-99.22714
DEL MAR,XOCHIMILCO,19.28465,-99.06859
JARDINES DEL LLANO,TLAHUAC,19.23321,-98.98991
AARON SAENZ,VENUSTIANO CARRANZA,19.41265,-99.12394
PEDREGAL DE SAN NICOLAS 1A SECCION,LA MAGDALENA CONTRERAS,19.28934,-99.24283
BARRIO LA GALLERA,XOCHIMILCO,19.25392,-99.06974
LOCAXCO,CUAJIMALPA DE MORELOS,19.35469,-99.28983
AMPLIACION BELLAVISTA,IZTAPALAPA,19.33044,-99.06727
BARRIO TETITLA DEL PUEBLO SANTA CRUZ ACALPIXCA,XOCHIMILCO,19.24904,-99.07132
PONCIANO ARRIAGA,ALVARO OBREGON,19.35756,-99.22711
VALLE DE SAN LORENZO,XOCHIMILCO,19.2929,-99.07728
CACAMA,COYOACAN,19.35798,-99.12492
LA CONCEPCION,NAN,19.30965,-98.96411
SAN LORENZO TLATENANGO,NAN,19.46969,-99.20751
PIRU SANTA LUCIA,ALVARO OBREGON,19.3628,-99.24334
EL TIANGUILLO,CUAJIMALPA DE MORELOS,19.32881,-99.31675
SAN ANTONIO CULHUACAN,IZTAPALAPA,19.33456,-99.10807
AMPLIACION  ZAPOTITLA,TLAHUAC,19.31084,-99.03638
LOS SAUCES,TLALPAN,19.30217,-99.11967
AMPLIACION GUADALUPE PROLETARIA,GUSTAVO A. MADERO,19.51962,-99.1502
AMPLIACION LOS PIRULES,ALVARO OBREGON,19.36121,-99.24364
VALLE VERDE,TLALPAN,19.24566,-99.14331
EL RODEO,ALVARO OBREGON,19.38088,-99.20798
LA JOYITA DEL PUEBLO TETELPAN,ALVARO OBREGON,19.34159,-99.23272
BARRIO SAN JUAN PUEBLO SAN LUIS TLAXIALTEMALCO,XOCHIMILCO,19.25442,-99.03274
TEXCALTENCO,TLALPAN,19.2754,-99.18649
CANUTILLO 3RA SECCION,ALVARO OBREGON,19.36337,-99.22626
COOPERATIVA PALO ALTO,CUAJIMALPA DE MORELOS,19.3864,-99.25013
AGUA BENDITA,CUAJIMALPA DE MORELOS,19.35991,-99.30569
VERGEL DEL SUR,COYOACAN,19.30179,-99.14055
LA MEZA,TLAHUAC,19.31701,-98.96865
JARDINES DEL PEDREGAL DE SAN ANGEL,ALVARO OBREGON,19.31078,-99.20083
FUENTES DE TEPEPAN,XOCHIMILCO,19.26755,-99.1449
LAS LAJAS,CUAJIMALPA DE MORELOS,19.3124,-99.33217
BARRIO SAN ANDRES,XOCHIMILCO,19.25136,-99.04989
JUAREZ,MIGUEL HIDALGO,19.42305,-99.17509
HEROICO COLEGIO MILITAR,XOCHIMILCO,19.26737,-99.14427
AMPLIACION EL YAQUI,CUAJIMALPA DE MORELOS,19.36066,-99.28394
CRISTO REY,XOCHIMILCO,19.24894,-99.01707
EL RUEDO,ALVARO OBREGON,19.35112,-99.24011
PRADOS DE CUAUTEPEC,GUSTAVO A. MADERO,19.5619,-99.14214
